MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,Building Type,SqFt,Bedrooms,Baths,Baths Partial,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,HOA Fees Freq,Close Date,Age,APN,Census Tract,City Transfer Tax,Class,Co List Agent BRE Num.,Co Sell Agent BRE Num.,Comp to Selling Office,Comp Type,County,Cumulative DOMLS,Days On MLS,General Date,Dist/Neighborhood/Subdiv,Dual Variable,Fireplaces,Floor Unit is on,Foreclosure Status,HOA,How Sold,Input Date,List $/SqFt,List Agent BRE Num.,List Date,Listing Broker BRE Number,Listing Type,Number of offers,Off Market Date,Original Price,Pending Date,Pending Litigation,Occ%,Point of Sale Ordinance,Pool (Y/N),Previous Price,Price,Price Date,Price/SqFt,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Selling Broker BRE Number,Sold Agent BRE Num.,Tax ID,TIC % Owner Offered,Units in Complex,Update Date,Source,Special Information,State,Status Date,Stories,Zip,Zoning,Co-List Agent - Agent Name,Co-List Agent - License ID,Co-Sell Agent - Agent Name,Co-Sell Agent - License ID,Listing Agent - Agent Name,Listing Agent - License ID,Selling Agent 1 - Agent Name,Selling Agent 1 - License ID
40493661,WC,21,424 Orange,210,OAKLAND,2610,"$218,000 ",,CO,1066,2,1,1,Y,1,1973,0,0,365,M,,40,10079106200,4035,Yes,RESIDENTIAL,,,3,,Alameda,50,21,11/11/2010,ADAMS POINT,No,0,2,,Yes,,10/21/2010 12:40,$205 ,,10/21/2010,,Excl Right,,11/11/2010,"$218,000 ",,No,80,No,No,"$218,000 ","$218,000 ",10/21/2010,$204.50 ,4,,,,,For Sale,,,10079106200,,29,2/17/2015,Public Records,Potential Short Sale,CA,11/11/2010,Three or More Stories,94610-2925,1004,,,,,AARON F BALUYOT,1357478,,
40485944,WC,113,424 STATEN AVE,203,OAKLAND,2610,"$219,000 ",,CO,753,1,1,0,N,1,1963,0,0,183,M,,50,10077803200,4037,Yes,RESIDENTIAL,,,3,,Alameda,111,111,12/23/2010,ADAMS POINT,No,0,2,,Yes,,9/3/2010 17:33,$291 ,,9/1/2010,,Excl Right,,12/23/2010,"$265,000 ",,No,70,No,No,"$229,000 ","$219,000 ",11/4/2010,$290.84 ,3,,,,,For Sale,,,10077803200,,25,8/7/2015,Public Records,None,CA,12/23/2010,Three or More Stories,94610-4927,1004,,,,,GREGORY R CASORSO,1466895,,
40348366,WC,5,389 BELMONT ST,203,OAKLAND,2610,"$219,000 ",,CO,900,1,1,0,Y,1,1983,0.49,"21,300",328,M,,32,10077602400,4037,Yes,RESIDENTIAL,,,3,,Alameda,0,0,11/20/2008,ADAMS POINT,No,1,2,,Yes,,6/9/2008 20:31,$243 ,1502930,6/4/2008,,Excl Right,,6/9/2008,"$219,000 ",,No,85,Yes,No,"$219,000 ","$219,000 ",6/9/2008,$243.33 ,3,,,,,For Sale,,,10077602400,85,43,10/2/2015,Public Records,None,CA,11/20/2008,Three or More Stories,94610-4820,1004,,,,,MAYURY M BOUNPRAKOB,1502930,,
21016367,WC,31,455 CRESCENT ST,119,OAKLAND,2610,"$219,000 ",,CO,792,2,1,1,N,1,1968,0,0,202,M,,45,10082204900,,Yes,RESIDENTIAL,,,3,,Alameda,32,32,6/11/2001,,No,0,0,,Yes,,5/10/2001 22:00,$276 ,,5/11/2001,,Excl Right,,6/11/2001,"$219,000 ",,No,72,No,Yes,"$219,000 ","$219,000 ",,$276.52 ,4,,,,,For Sale,,,10082204900,0,38,8/18/2001,Public Records,,CA,6/11/2001,Three or More Stories,94610,,,,,,RICHARD LANDRY,,,
23020681,WC,40,500 VERNON ST,116,OAKLAND,2610,"$219,000 ",,CO,814,1,1,0,Y,1,1974,0,0,180,M,,39,10082908000,,Yes,RESIDENTIAL,,,3%,,Alameda,41,41,7/28/2003,ROSE GARDEN,No,0,0,,Yes,,6/17/2003 22:00,$269 ,,6/18/2003,,Excl Right,,7/28/2003,"$219,000 ",,No,90,No,Yes,"$219,000 ","$219,000 ",,$269.04 ,4,,,,,For Sale,,,10082908000,0,56,2/17/2015,Public Records,,CA,7/28/2003,Three or More Stories,94610,,,,,,SCHUYLER OLIVER,1171517,,
23007711,WC,34,233 ORANGE ST,205,OAKLAND,2610,"$219,000 ",,CO,683,1,1,0,N,1,1964,0,0,190,M,,49,10079406300,,Yes,RESIDENTIAL,,,2.5,,Alameda,35,35,4/11/2003,,No,0,2,,Yes,,3/7/2003 22:00,$320 ,,3/8/2003,,Excl Right,,4/11/2003,"$219,000 ",,No,90,No,No,"$219,000 ","$219,000 ",,$320.64 ,3,,,,,For Sale,,,10079406300,0,19,4/12/2003,Public Records,,CA,4/11/2003,Three or More Stories,94610,,,,,,LAMBERT W LI,823542,,
11176116,WC,115,525 MANDANA BLVD,207,OAKLAND,2610,"$220,000 ",,CO,690,1,1,0,N,1,1972,0,,271,M,,41,11083712500,,Yes,RESIDENTIAL,,,3%,,Alameda,116,116,6/20/2003,Mis-Match,No,0,2,,Yes,,2/24/2003 22:00,$318 ,,2/25/2003,,Excl Right,,6/20/2003,"$220,000 ",,No,82,No,No,,"$220,000 ",,$318.84 ,4,,,,,For Sale,,,11083712500,0,38,6/19/2003,Public Records,,CA,6/20/2003,One Story,94610-2263,,,,,,Jo Sciarroni,585920,,
11214317,WC,35,500 VERNON ST,104,OAKLAND,2610,"$220,000 ",,CO,781,1,1,0,Y,1,1974,0,782,181,M,,39,10082905300,,Yes,RESIDENTIAL,,,3%,,Alameda,36,36,2/2/2004,GRAND AVE HEIGHT,No,0,1,,Yes,,11/27/2003 22:00,$282 ,,11/28/2003,,Excl Right,,1/2/2004,"$220,000 ",,No,77,No,Yes,,"$220,000 ",,$281.69 ,3,,,,,For Sale,,,10082905300,0,64,10/18/2010,Public Records,,CA,2/2/2004,One Story,94610-1453,,,,,,Lucille J Evans,1263058,,
40465483,WC,1,555 JEAN ST,522,OAKLAND,2610,"$220,000 ",,CO,622,1,1,0,Y,1,1971,0,0,278,M,,42,10082810600,4039,Yes,RESIDENTIAL,,,3,,Alameda,1,1,5/11/2010,ROSE GARDEN,Yes,0,3,,Yes,,5/7/2010 13:28,$354 ,,5/7/2010,,Excl Right,,5/8/2010,"$220,000 ",,No,78,No,Yes,"$220,000 ","$220,000 ",5/7/2010,$353.70 ,3,,,,,For Sale,,,10082810600,,95,5/11/2010,Public Records,None,CA,5/11/2010,One Story,94610-1906,1004,,,,,ERIKA CELESTRE,839193,,
40445320,WC,18,555 Jean Street,420,OAKLAND,2610,"$220,000 ",,CO,641,1,1,,Y,1,1971,0,0,278,M,,42,10082808800,4039,Yes,RESIDENTIAL,,,3,,Alameda,18,18,1/29/2010,ROSE GARDEN,No,0,4,,Yes,,1/11/2010 19:44,$343 ,,1/11/2010,,Excl Right,,1/29/2010,"$220,000 ",,No,82,No,Yes,"$220,000 ","$220,000 ",1/11/2010,$343.21 ,2,,,,,For Sale,,,10082808800,,95,8/17/2011,Public Records,None,CA,1/29/2010,Three or More Stories,94610-1906,,,,,,DIANE C HOLMES,1360022,,
40217548,WC,17,"360 Vernon Street,  #116",116,OAKLAND,2610,"$220,000 ",,CO,488,0,1,0,Y,1,1966,0.18,"8,000",252,M,,47,10079005500,4036,Yes,RESIDENTIAL,,,3,,Alameda,109,17,11/2/2006,ADAMS POINT,No,0,1,,Yes,,10/16/2006 15:42,$451 ,,10/16/2006,,Excl Right,,11/2/2006,"$220,000 ",,No,,No,No,"$220,000 ","$220,000 ",10/16/2006,$450.82 ,1,,,,,For Sale,,,10079005500,,48,2/21/2014,Public Records,,CA,11/2/2006,Three or More Stories,94610-3035,1004,,,,,CECILIA ROSAIA,1311522,,
40268768,WC,48,425 ORANGE ST,110,OAKLAND,2610,"$220,000 ",,CO,373,0,1,0,Y,1,1966,0,0,288,M,,47,10079219800,4035,Yes,RESIDENTIAL,,,3,,Alameda,48,48,7/5/2007,ADAMS POINT,No,0,1,,Yes,,5/18/2007 10:09,$590 ,,5/18/2007,,Excl Right,,7/5/2007,"$220,000 ",,No,68,No,No,"$220,000 ","$220,000 ",5/18/2007,$589.81 ,2,,,,,For Sale,,,10079219800,,53,1/27/2015,Public Records,,CA,7/5/2007,Three or More Stories,94610-2924,1004,SHARON HAMMOND,1038111,,,STAN HAMMOND,1023621,,
30005458,WC,25,455 CRESCENT ST,304,OAKLAND,2610,"$223,000 ",,CO,792,2,1,1,N,1,1968,0,0,251,M,,45,10082207400,,No,RESIDENTIAL,,,3,,Alameda,25,25,3/15/2004,CRESCENT CIRCLE,Yes,0,3,,Yes,,2/19/2004 16:51,$282 ,,2/19/2004,,Excl Right,,3/15/2004,"$215,000 ",,No,1,No,Yes,"$215,000 ","$223,000 ",3/15/2004,$281.57 ,4,,,,,For Sale,,,10082207400,,61,3/15/2004,Public Records,,CA,3/15/2004,Three or More Stories,94610,,,,,,RICHARD LANDRY,,,
40002473,WC,92,455 CRESCENT ST,304,OAKLAND,2610,"$223,000 ",,CO,792,2,1,1,N,1,1968,0,0,251,M,,45,10082207400,,No,RESIDENTIAL,,,3,,Alameda,0,0,3/15/2004,CRESCENT CIRCLE,Yes,0,3,,Yes,,3/15/2004 8:51,$282 ,,12/14/2003,,Excl Right,,3/15/2004,"$223,000 ",,No,1,No,Yes,,"$223,000 ",3/15/2004,$281.57 ,4,,,,,For Sale,,,10082207400,,61,3/15/2004,Public Records,,CA,3/15/2004,Three or More Stories,94610,,,,,,RICHARD LANDRY,,,
40598849,WC,5,22 MOSS AVE,304,OAKLAND,2610,"$224,000 ",,CO,1019,2,2,0,Y,1,1965,0,0,311,M,,48,10081706200,4039,Yes,RESIDENTIAL,,,2.50%,,Alameda,5,5,1/6/2013,ROSE GARDEN,Yes,0,3,SOLD TO 3RD PARTY,Yes,,12/22/2012 14:53,$220 ,1348552,12/22/2012,,Excl Right,,12/27/2012,"$224,000 ",,No,79,Yes,No,"$224,000 ","$224,000 ",12/22/2012,$219.82 ,4,,,,,For Sale,,1366511,10081706200,,38,10/5/2016,Public Records,Potential Short Sale,CA,1/6/2013,One Story,94610-1315,1004,,,,,Tess Pollitz,1348552,,
40283001,WC,45,455 CRESCENT ST,103,OAKLAND,2610,"$224,900 ",,CO,768,1,1,0,N,1,1968,0,0,301,M,,45,10082203400,4039,Yes,RESIDENTIAL,,,2.5,,Alameda,226,45,10/15/2007,CRESCENT CIRCLE,Yes,0,2n,,Yes,,7/13/2007 8:18,$293 ,,7/13/2007,,Excl Right,,8/27/2007,"$237,900 ",,No,50,No,No,"$224,900 ","$224,900 ",7/27/2007,$292.84 ,1,,,,,For Sale,,,10082203400,,62,10/15/2007,Public Records,,CA,10/15/2007,One Story,94610-2609,1004,,,,,Gary Wuestenberg,1339145,,
40274156,WC,76,424 ORANGE ST,101,OAKLAND,2610,"$224,950 ",,CO,608,1,1,0,N,1,1973,0,0,183,M,,40,10079104300,4035,Yes,RESIDENTIAL,,,2.5,,Alameda,75,75,8/21/2007,ADAMS POINT,No,0,1,,Yes,,6/7/2007 12:04,$370 ,,6/6/2007,,Excl Right,,8/21/2007,"$269,000 ",,No,70,No,No,"$224,950 ","$224,950 ",7/19/2007,$369.98 ,0,,,,,For Sale,,,10079104300,,29,4/8/2015,Public Records,,CA,8/21/2007,Three or More Stories,94610-2925,1004,,,,,DAVID HIGGINS,1281543,,
40225894,WC,35,10 MOSS AVE,30,OAKLAND,2610,"$225,000 ",,CO,427,1,1,0,Y,1,1965,0,0,225,M,,48,10081707600,4039,Yes,RESIDENTIAL,,,2.5,,Alameda,33,33,12/20/2006,OAKLAND,No,0,3,,Yes,,11/17/2006 21:23,$527 ,,11/15/2006,,Excl Agency,,12/20/2006,"$225,000 ",,No,64,No,No,"$225,000 ","$225,000 ",11/17/2006,$526.93 ,0,,,,,For Sale,,,10081707600,,28,12/20/2006,Public Records,,CA,12/20/2006,Three or More Stories,94610-1315,1004,,,,,TANYA RAY,1442581,,
40620240,WC,9,455 CRESCENT ST,117,OAKLAND,2610,"$225,000 ",,CO,792,2,1,1,N,1,1968,0,0,352,M,,45,10082204700,,Yes,RESIDENTIAL,,,2.5,,Alameda,9,9,7/3/2013,ADAMS POINT,No,0,1,SOLD TO 3RD PARTY,Yes,,6/24/2013 15:54,$284 ,1240626,6/24/2013,,Excl Agency,,7/3/2013,"$225,000 ",,No,70,Yes,Yes,"$225,000 ","$225,000 ",6/24/2013,$284.09 ,5,,,,,For Sale,,,10082204700,,61,8/10/2013,Public Records,REO,CA,7/3/2013,One Story,94610-2619,1004,,,,,Victoria WilliamsTurner,1240626,,
40659076,WC,18,10 MOSS AVE,26,OAKLAND,2610,"$225,000 ",,CO,515,1,1,0,Y,1,1965,0,"8,000",198,M,,49,10081709000,4039,Yes,RESIDENTIAL,,,2.50%,,Alameda,6,6,8/18/2014,PIEDMONT/GRAND,Yes,0,3,,Yes,,5/27/2014 8:43,$437 ,1519096,5/15/2014,,Excl Agency,,6/2/2014,"$225,000 ",,No,75,Yes,No,"$225,000 ","$225,000 ",5/27/2014,$436.89 ,1,,,,,For Sale,,1240306,10081709000,,27,8/18/2014,Public Records,None,CA,8/18/2014,Three or More Stories,94610-1315,1004,,,,,NICOLE L NORRIS,1519096,,
40409514,WC,16,360 VERNON ST,307,OAKLAND,2610,"$225,000 ",,CO,812,2,1,0,Y,1,1966,0.18,"8,000",365,M,,47,10079007800,4036,Yes,RESIDENTIAL,,,3%,,Alameda,16,16,12/4/2009,LAKE MERRITT,Yes,1,3,,Yes,,5/12/2009 11:02,$277 ,,5/12/2009,,Excl Right,,5/28/2009,"$225,000 ",,No,70,No,No,"$225,000 ","$225,000 ",5/12/2009,$277.09 ,4,,,,,For Sale,,,10079007800,,48,12/4/2009,Public Records,Potential Short Sale,CA,12/4/2009,One Story,94610-3035,1004,,,,,Anthony Sadigh,1353094,,
20041899,WC,36,425 ORANGE ST,304,OAKLAND,2610,"$225,000 ",,CO,911,2,2,0,N,1,1966,0,0,293,M,,47,10079219100,,Yes,RESIDENTIAL,,,2.5,,Alameda,37,37,1/17/2001,ADAMS POINT,Yes,1,3,,Yes,,12/11/2000 22:00,$246 ,,12/12/2000,,Excl Right,,1/17/2001,"$230,000 ",,No,51,No,Yes,"$230,000 ","$225,000 ",,$246.98 ,5,,,,,For Sale,,,10079219100,0,53,8/18/2001,Public Records,,CA,1/17/2001,Three or More Stories,94610,,,,,,LEGESSE WOLDEMARIAM,1169193,,
23019879,WC,12,407 ORANGE ST,201,OAKLAND,2610,"$225,000 ",,CO,971,1,1,0,Y,1,1970,0.02,795,229,M,,43,10079205400,,Yes,RESIDENTIAL,,,3,,Alameda,13,13,6/24/2003,ADAMS POINT,No,0,2,,Yes,,6/11/2003 22:00,$231 ,,6/12/2003,,Excl Right,,6/24/2003,"$225,000 ",,No,85,No,No,"$225,000 ","$225,000 ",,$231.72 ,3,,,,,For Sale,,,10079205400,0,38,6/26/2003,Public Records,,CA,6/24/2003,Three or More Stories,94610,,,,,,PATSY C BUHLER,,,
21038199,WC,7,407 ORANGE ST,201,OAKLAND,2610,"$226,000 ",,CO,971,1,1,0,N,1,1970,0.02,795,,,,43,10079205400,,Yes,RESIDENTIAL,,,3,,Alameda,8,8,11/8/2001,,No,0,2,,No,,10/31/2001 22:00,$232 ,,11/1/2001,,Excl Right,,11/8/2001,"$226,000 ",,No,88,No,No,"$226,000 ","$226,000 ",,$232.75 ,4,,,,,For Sale,,,10079205400,0,38,1/13/2002,Public Records,,CA,11/8/2001,One Story,94610,,,,,,TIM FIEBIG,1090067,,
11119874,WC,31,407 ORANGE ST,201,OAKLAND,2610,"$226,000 ",,CO,971,1,1,0,N,0,1970,0,795,189,M,,43,10079205400,,Yes,RESIDENTIAL,,,3,,Alameda,27,27,12/6/2001,ADAMS POINT,No,0,2,,Yes,,11/6/2001 22:00,$232 ,,11/2/2001,,Excl Right,,12/3/2001,"$260,000 ",,No,88,No,No,,"$226,000 ",,$232.75 ,4,,,,,For Sale,,,10079205400,0,38,12/5/2001,Public Records,,CA,12/6/2001,One Story,94610,NON,,,,,SHEILA D COLLIER,1231825,,
40037229,WC,43,385 JAYNE AVE,111,OAKLAND,2610,"$227,000 ",,CO,687,1,1,,N,1,1970,0,0,221,M,,43,,,Yes,RESIDENTIAL,,,2.5,,Alameda,2,2,9/1/2004,ADAMS POINT,Yes,0,1,,Yes,,8/30/2004 9:34,$330 ,,7/20/2004,,Excl Right,,9/1/2004,"$227,000 ",,Yes,78,No,No,"$227,000 ","$227,000 ",8/30/2004,$330.42 ,3,,,,,For Sale,,,,,47,8/26/2014,Public Records,,CA,9/1/2004,Three or More Stories,94610,,,,,,KAREN M MAI,1332130,,
40254230,WC,39,360 VERNON ST,106,OAKLAND,2610,"$228,000 ",,CO,496,0,1,0,Y,1,1966,0.18,"8,000",287,M,,47,10079004700,4036,Yes,RESIDENTIAL,,,2.5,,Alameda,38,38,5/7/2007,ADAMS POINT,Yes,0,1,,Yes,,3/30/2007 12:10,$460 ,,3/29/2007,,Excl Right,,5/7/2007,"$238,000 ",,No,73,No,No,"$228,000 ","$228,000 ",5/1/2007,$459.68 ,0,,,,,For Sale,,,10079004700,,48,5/7/2007,Public Records,,CA,5/7/2007,Three or More Stories,94610-3035,1004,,,,,JESSICA YAP,1332158,,
40438708,WC,133,407 Orange,302,OAKLAND,2610,"$229,000 ",,CO,780,1,1,0,Y,1,1970,0,0,395,M,,43,10079206000,4035,Yes,RESIDENTIAL,,,2.5,,Alameda,353,133,3/29/2010,ADAMS POINT,No,0,3,,Yes,,11/16/2009 9:38,$294 ,,11/16/2009,,Excl Right,,3/29/2010,"$235,000 ",,No,90,No,No,"$235,000 ","$229,000 ",3/19/2010,$293.59 ,3,,,,,For Sale,,,10079206000,,38,3/29/2010,Other,None,CA,3/29/2010,Three or More Stories,94610-2924,1004,,,,,RICHARD MATUS,1120689,,
40548392,WC,75,360 Vernon,305,OAKLAND,2610,"$229,000 ",,CO,862,2,1,,Y,1,1966,0.18,"8,000",405,M,,47,,,Yes,RESIDENTIAL,,,2.5,,Alameda,75,75,1/4/2012,ADAMS POINT,No,0,3,,Yes,,10/21/2011 15:37,$266 ,,10/21/2011,,Excl Agency,,1/4/2012,"$229,000 ",,No,70,No,No,"$229,000 ","$229,000 ",10/21/2011,$265.66 ,5,,,,,For Sale,,,,,48,2/17/2015,Public Records,None,CA,1/4/2012,Three or More Stories,94610-3074,,DANIELLE ABRAMSON,1400825,,,HEIDI ABRAMSON,1319689,,
40529428,WC,49,565 BELLEVUE AVE,805A,OAKLAND,2610,"$229,900 ",,CO,860,1,2,0,N,1,1969,0.43,"18,700",666,M,,44,10076702700,4037,Yes,RESIDENTIAL,,,3,,Alameda,49,49,8/3/2011,LAKE MERRITT,No,0,8t,,Yes,,6/15/2011 14:06,$267 ,,6/15/2011,,Excl Right,,8/3/2011,"$224,900 ",,No,100,No,Yes,"$224,900 ","$229,900 ",6/15/2011,$267.33 ,3,,,,,For Sale,,,10076702700,,152,3/5/2015,Other,None,CA,8/3/2011,One Story,94610-5027,1004,,,,,Elliott Bowman,550367,,
40198092,WC,111,455 CRESCENT STREET,211,OAKLAND,2610,"$229,900 ",,CO,682,1,1,0,Y,1,1968,0,0,301,M,,45,010-0822-061,,Yes,RESIDENTIAL,,,3% Net,,Alameda,111,111,12/3/2006,CRESCENT CIRCLE,No,0,2,,Yes,,8/14/2006 16:50,$337 ,,8/14/2006,,Excl Right,,12/3/2006,"$299,900 ",,No,999,No,No,"$229,900 ","$229,900 ",12/3/2006,$337.10 ,3,,,,,For Sale,,,,,61,12/3/2006,Public Records,,CA,12/3/2006,Three or More Stories,94610,,,,,,CRAIG JARVIS,1849834,,
40458073,WC,71,424 ORANGE ST,210,OAKLAND,2610,"$230,000 ",,CO,1066,2,1,1,Y,1,1973,0,0,365,M,,40,10079106200,4035,Yes,RESIDENTIAL,,,3,,Alameda,71,71,10/4/2010,ADAMS POINT,No,0,2,,Yes,,3/26/2010 16:39,$216 ,,3/26/2010,,Excl Right,,6/5/2010,"$270,000 ",,No,80,No,No,"$270,000 ","$230,000 ",4/26/2010,$215.76 ,4,,,,,For Sale,,1369899,10079106200,,29,2/17/2015,Public Records,Potential Short Sale,CA,10/4/2010,Three or More Stories,94610-2925,1004,,,,,AARON F BALUYOT,1357478,,
40047904,WC,2,360 VERNON ST,310,OAKLAND,2610,"$230,000 ",,CO,625,1,1,0,N,1,1961,0.18,"8,000",233,M,,52,10079008100,4036,Yes,RESIDENTIAL,,,3,,Alameda,0,0,10/23/2004,ADAMS POINT,No,0,3,,Yes,,10/23/2004 14:41,$368 ,,10/21/2004,,Excl Agency,,10/23/2004,"$230,000 ",,No,70,No,No,"$230,000 ","$230,000 ",10/23/2004,$368.00 ,3,,,,,For Sale,,,10079008100,,48,10/23/2004,Public Records,,CA,10/23/2004,Three or More Stories,94610-3075,1004,,,,,Michael C Donohue,446777,,
30001100,WC,35,407 ORANGE ST,201,OAKLAND,2610,"$235,000 ",,CO,971,1,1,0,Y,1,1970,0.02,0,229,M,,43,NOT FOUND IN PUB,,Yes,RESIDENTIAL,,,2.5,,Alameda,35,35,12/16/2003,ADAMS POINT,No,0,5,,Yes,,11/11/2003 9:28,$242 ,,11/11/2003,,Excl Right,,12/16/2003,"$235,000 ",,No,0,No,No,,"$235,000 ",,$242.02 ,4,,,,,For Sale,,,,,0,11/20/2009,Public Records,,CA,12/16/2003,Three or More Stories,94610,,,,,,VINNY MANGUYEN,1373355,,
21032273,WC,24,233 ORANGE ST,106,OAKLAND,2610,"$235,000 ",,CO,816,2,1,0,N,2,1964,0,0,190,M,,49,10079405800,,Yes,RESIDENTIAL,,,3%,,Alameda,25,25,10/2/2001,,Yes,0,1,,Yes,,9/7/2001 22:00,$287 ,,9/8/2001,,Excl Right,,10/2/2001,"$235,000 ",,No,90,No,No,"$235,000 ","$235,000 ",,$287.99 ,4,,,,,For Sale,,,10079405800,0,19,10/9/2001,Public Records,,CA,10/2/2001,Three or More Stories,94610,,,,,,JI-HUANG LI,,,
40486420,WC,145,500 VERNON ST,311,OAKLAND,2610,"$235,000 ",,CO,744,1,1,0,Y,1,1974,0,0,303,M,,39,10082904300,4039,Yes,RESIDENTIAL,,,2.5,,Alameda,145,145,1/31/2011,LAKESHORE/GRAND,No,0,3,,Yes,,9/8/2010 10:26,$316 ,,9/8/2010,,Excl Right,,1/31/2011,"$235,000 ",,No,80,No,Yes,"$235,000 ","$235,000 ",9/8/2010,$315.86 ,4,,,,,For Sale,,,10082904300,,80,1/31/2011,Public Records,None,CA,1/31/2011,Three or More Stories,94610-1426,1004,,,,,TERI LESTER,1368004,,
40538488,WC,57,360 VERNON ST,305,OAKLAND,2610,"$239,000 ",,CO,862,2,1,0,Y,1,1966,0.183655,"8,000",405,M,,47,10079007600,4036,Yes,RESIDENTIAL,,,3,,Alameda,57,57,10/8/2011,LAKE MERRITT,No,0,3,,Yes,,8/12/2011 13:08,$277 ,,8/12/2011,,Excl Agency,,10/8/2011,"$249,000 ",,No,70,No,No,"$242,000 ","$239,000 ",9/26/2011,$277.26 ,4,,,,,For Sale,,,10079007600,,48,10/8/2011,Public Records,None,CA,10/8/2011,Three or More Stories,94610-3074,1004,HEIDI ABRAMSON,1319689,,,DANIELLE ABRAMSON,1400825,,
40548394,WC,75,360 VERNON ST,104,OAKLAND,2610,"$239,000 ",,CO,956,2,1,0,Y,1,1961,0.183655,"8,000",405,M,,52,10079004500,4036,Yes,RESIDENTIAL,,,2.5,,Alameda,75,75,1/4/2012,ADAMS POINT,No,0,1,,Yes,,10/21/2011 15:45,$250 ,,10/21/2011,,Excl Agency,,1/4/2012,"$239,000 ",,No,70,No,No,"$239,000 ","$239,000 ",10/21/2011,$250.00 ,4,,,,,For Sale,,,10079004500,,48,1/4/2012,Public Records,None,CA,1/4/2012,Three or More Stories,94610-3011,1004,HEIDI ABRAMSON,1319689,,,DANIELLE ABRAMSON,1400825,,
40556232,WC,79,360 VERNON ST,104,OAKLAND,2610,"$239,000 ",,CO,956,2,1,0,Y,1,1961,0.183655,"8,000",386,M,,52,10079004500,4036,Yes,RESIDENTIAL,,,2.5,,Alameda,154,79,3/23/2012,ADAMS POINT,No,0,3,SOLD TO BANK,Yes,,1/4/2012 16:36,$250 ,1319689,1/4/2012,,Excl Agency,,3/23/2012,"$239,000 ",,No,71,Yes,No,"$239,000 ","$239,000 ",1/4/2012,$250.00 ,4,,,,,For Sale,,,10079004500,,48,2/17/2015,Public Records,None,CA,3/23/2012,Three or More Stories,94610-3011,1004,DANIELLE ABRAMSON,1400825,,,HEIDI ABRAMSON,1319689,,
22021595,WC,42,320 LEE ST,703,OAKLAND,2610,"$239,000 ",,CO,684,1,1,0,N,1,1965,0,0,189,M,,48,10077407700,,No,RESIDENTIAL,,,3,,Alameda,43,43,8/26/2002,ADAMS POINT,No,0,7,,Yes,,7/14/2002 22:00,$349 ,,7/15/2002,,Excl Right,,8/26/2002,"$249,000 ",,No,75,No,No,"$249,000 ","$239,000 ",,$349.42 ,3,,,,,For Sale,,,10077407700,0,68,2/17/2015,Public Records,,CA,8/26/2002,Three or More Stories,94610,,,,,,FATIMA ALI,668080,,
11215513,WC,11,193 MONTECITO,103,OAKLAND,2610,"$239,000 ",,CO,1009,1,1,0,Y,1,1966,0,,229,M,,47,,,Yes,RESIDENTIAL,,,2.5,,Contra Costa,12,12,12/23/2003,GRAND LAKE,Yes,0,1,,Yes,,12/11/2003 22:00,$237 ,,12/12/2003,,Excl Right,,12/23/2003,"$239,000 ",,No,80,No,No,,"$239,000 ",,$236.87 ,3,,,,,For Sale,,,,0,16,12/22/2003,Public Records,,CA,12/23/2003,One Story,94610,,,,,,Peggy J Martinez,1045446,,
40486217,WC,56,325 Lenox Ave,210,OAKLAND,2610,"$239,888 ",,CO,731,1,1,0,Y,1,1973,0,0,284,M,,40,10077112100,4037,Yes,RESIDENTIAL,,,3,,Alameda,149,56,11/2/2010,ADAMS POINT,Yes,0,2,,Yes,,9/7/2010 12:53,$328 ,,9/7/2010,,Excl Right,,11/2/2010,"$239,888 ",,No,75,No,No,"$239,888 ","$239,888 ",9/7/2010,$328.16 ,3,,,,,For Sale,,,10077112100,75,42,11/2/2010,Public Records,None,CA,11/2/2010,Three or More Stories,94610-4626,1004,,,,,U B Singh,1140039,,
40363110,WC,122,424 ORANGE ST,206,OAKLAND,2610,"$242,000 ",,CO,636,1,1,0,Y,1,1973,0,0,211,M,,40,10079105800,4035,Yes,RESIDENTIAL,,,2.5,,Alameda,121,121,12/14/2008,ADAMS POINT,No,0,2,,Yes,,8/15/2008 12:23,$381 ,,8/14/2008,,Excl Right,,12/14/2008,"$265,000 ",,No,80,No,No,"$249,000 ","$242,000 ",12/2/2008,$380.50 ,2,,,,,For Sale,,,10079105800,,29,12/14/2008,Public Records,None,CA,12/14/2008,One Story,94610-2925,1004,,,,,JENNIFER AMES,1408907,,
40355094,WC,23,746 RAND AVE,4,OAKLAND,2610,"$245,000 ",,CO,609,1,1,0,N,1,1920,0.13,"5,500",270,M,,93,11083803600,4038,Yes,RESIDENTIAL,,,3,,Alameda,23,23,8/2/2008,GRAND LAKE,No,0,2,,Yes,,7/10/2008 13:10,$402 ,,7/10/2008,,Excl Right,,8/2/2008,"$245,000 ",,No,84,No,No,"$245,000 ","$245,000 ",7/10/2008,$402.30 ,24,,,,,For Sale,,,11083803600,16.6,6,2/17/2015,Measured,None,CA,8/2/2008,Two Story,94610-2264,1104,,,,,GLENN A ZAHLER,1351430,,
