Year,Rank,Agent,Office,UnitsListed,VolumeListed,UnitsSold,VolumeSold,UnitsTotal,VolumeTotal,% MLS Volume,Avg Ttl Price,Avg DOM
2016,3318,"Kristjanson, Tannis - 206514185",BHHS Drysdale Properties - SWWH03,11,"$6,074,500 ",20,"$10,039,555 ",31,"$16,114,055 ",0.00%,"519,808",19
2016,783,"Rodrigues, Mark - 206508527",Coldwell Banker - SCCB04,47,"$24,170,195 ",25,"$13,218,000 ",72,"$37,388,195 ",0.01%,"519,280",19
2016,9364,"Tse, Jinny - 206511573",Keller Williams Benchmark - SKWB01,2,"$775,000 ",3,"$1,813,000 ",5,"$2,588,000 ",0.00%,"517,600",19
2016,2219,"MOSS, KAREN - R00963704",MARVIN GARDENS EAST BAY - BMAR 01,17,"$9,871,500 ",30,"$14,443,500 ",47,"$24,315,000 ",0.01%,"517,340",19
2016,3449,"Lipetski, Izabella - 149520341","Alain Pinel, REALTORS - SHGM03",13,"$5,687,001 ",7,"$4,640,600 ",20,"$10,327,601 ",0.00%,"516,380",19
2016,7276,"Nikravesh, Raquel - ML98607","Raquel Nikravesh, Broker - ML28392",2,"$1,421,800 ",4,"$1,675,688 ",6,"$3,097,488 ",0.00%,"516,248",19
2016,7018,"Pinger, Edward - 206519846",Coldwell Banker - SCCB02,3,"$1,545,500 ",0,$0 ,3,"$1,545,500 ",0.00%,"515,167",19
2016,7720,"Sears, Mike - 206535788",BHHS Drysdale Properties - SWWH02,3,"$1,223,000 ",8,"$4,440,400 ",11,"$5,663,400 ",0.00%,"514,855",19
2016,9735,"Neal, Jim - ML2502",Stevensen & Neal Realtors - ML39376,1,"$700,000 ",11,"$5,450,037 ",12,"$6,150,037 ",0.00%,"512,503",19
2016,10599,"Teon, Raymond - 198020735",BayOne Real Estate Inv Corp - SGUO01,1,"$550,000 ",3,"$1,499,000 ",4,"$2,049,000 ",0.00%,"512,250",19
2016,6330,"Lucas, Norma - QS800724",Mutual Realty - QSSERR,4,"$1,941,000 ",4,"$2,141,500 ",8,"$4,082,500 ",0.00%,"510,313",19
2016,8441,"Uraizee, Vasim - 206534613",Pacific Realty Partners - SLJY01,2,"$995,000 ",1,"$535,000 ",3,"$1,530,000 ",0.00%,"510,000",19
2016,5831,"Tran, Vicky - ML181156",Intero Real Estate Services - ML41923,4,"$2,306,680 ",3,"$1,257,000 ",7,"$3,563,680 ",0.00%,"509,097",19
2016,5375,"Telfer-Hector, Patty - 159520404",Muir West Realty - CCMUIR,6,"$2,721,500 ",9,"$4,901,500 ",15,"$7,623,000 ",0.00%,"508,200",19
2016,2032,"Root, Sherrill - 206511963",Root & Associates Realty - SHTI01,20,"$10,770,155 ",6,"$2,368,793 ",26,"$13,138,948 ",0.00%,"505,344",19
2016,8389,"WILLNER, MAYA - R01913076",THE HOME CO. REALTORS - OFJMB,2,"$1,010,000 ",0,$0 ,2,"$1,010,000 ",0.00%,"505,000",19
2016,1205,"Shenk, Earle - 183500458","Rinetti & Co., REALTORS - SRRO01",33,"$17,375,245 ",16,"$7,184,995 ",49,"$24,560,240 ",0.01%,"501,229",19
2016,2532,"Kitajima, Robert - 206503897",Realty World-Image Prop - SRCC02,17,"$8,495,425 ",6,"$3,028,000 ",23,"$11,523,425 ",0.00%,"501,018",19
2016,5344,"Clemons, Barbara - 206532205",Coldwell Banker - SCRR02,6,"$2,748,950 ",15,"$7,754,395 ",21,"$10,503,345 ",0.00%,"500,159",19
2016,5047,"Byerley, Sherrie - 159505336",BHHS Drysdale Properties - CCPCR1,4,"$3,026,900 ",8,"$2,930,450 ",12,"$5,957,350 ",0.00%,"496,446",19
2016,10549,"Adre, Noel - 206520053",Adre Realty Services - SNUA01,1,"$555,000 ",4,"$1,910,000 ",5,"$2,465,000 ",0.00%,"493,000",19
2016,2688,"Young, William - 149520176",Harbor Bay Realty - SHBR01,16,"$7,969,500 ",1,"$365,000 ",17,"$8,334,500 ",0.00%,"490,265",19
2016,2845,"Caskie, Jason - 159509524BE",Coldwell Banker - SCCB08,14,"$7,388,000 ",15,"$6,829,000 ",29,"$14,217,000 ",0.00%,"490,241",19
2016,6013,"Tam, Emily - QS807953",Berkshire Hathaway-Franciscan - QSBHFP,6,"$2,169,600 ",27,"$13,979,000 ",33,"$16,148,600 ",0.00%,"489,352",19
2016,5430,"Lee, Anna - 159508397",Realty ONE Group BMC Assoc. - CCJR,5,"$2,682,163 ",6,"$2,689,000 ",11,"$5,371,163 ",0.00%,"488,288",19
2016,1388,"King, John - 159520678",RE/MAX Accord - CCRMXA10,31,"$15,357,488 ",30,"$14,340,000 ",61,"$29,697,488 ",0.01%,"486,844",19
2016,1382,"Miller, Robert - 206516419",Excel Realty - SNTH01,28,"$15,409,450 ",16,"$5,880,500 ",44,"$21,289,950 ",0.00%,"483,863",19
2016,3746,"Wong, Sylvana - 206518264",Lure Fine Real Estate - SLUR01,13,"$5,033,088 ",78,"$38,920,629 ",91,"$43,953,717 ",0.01%,"483,008",19
2016,1442,"Chu, Carol - 206519042",California Pacific Brokers - SFLP01,36,"$14,912,900 ",51,"$27,105,376 ",87,"$42,018,276 ",0.01%,"482,969",19
2016,4246,"Fettes, Adam - 206523869","J. Rockcliff, REALTORS® - SBLE26",8,"$4,124,500 ",7,"$3,110,000 ",15,"$7,234,500 ",0.00%,"482,300",19
2016,10732,"Trabookis, Tena - ML2169",Coldwell Banker - ML35490,1,"$530,000 ",1,"$430,000 ",2,"$960,000 ",0.00%,"480,000",19
2016,8847,"McPherson, Michelle - 206526099",Excel Realty - SNTH01,2,"$885,000 ",2,"$1,034,000 ",4,"$1,919,000 ",0.00%,"479,750",19
2016,2751,"SMITH, RITA - R100983",RITA SMITH - REALTOR? - BSMTH,16,"$7,711,000 ",3,"$1,392,000 ",19,"$9,103,000 ",0.00%,"479,105",19
2016,10367,"Mui, Elbert - ML153298","Nu Level Realty, Inc. - ML41604",2,"$595,000 ",1,"$842,000 ",3,"$1,437,000 ",0.00%,"479,000",19
2016,6784,"Watson, Simon - 159520363",Keller Williams Realty - CCKELW,4,"$1,669,000 ",48,"$23,227,888 ",52,"$24,896,888 ",0.01%,"478,786",19
2016,4732,"Tang, Tracy - 206535855",Keller Williams Realty - SBAS01,7,"$3,404,000 ",3,"$1,379,000 ",10,"$4,783,000 ",0.00%,"478,300",19
2016,6175,"Gurevich, Sofia - 159503068",Homelink Realty - CCSGRM,4,"$2,056,000 ",13,"$6,056,000 ",17,"$8,112,000 ",0.00%,"477,176",19
2016,2726,"Brown, Oliver - 159506666",Dudum Real Estate Group - CCDUDREG,15,"$7,803,900 ",17,"$7,453,750 ",32,"$15,257,650 ",0.00%,"476,802",19
2016,10810,"Massey, Richard - 159512223",Keller Williams Realty - CCKELR,1,"$519,000 ",2,"$910,000 ",3,"$1,429,000 ",0.00%,"476,333",19
2016,9698,"C, Glauber - ML289651",Infinite Realty & Investments - ML79504,1,"$705,000 ",3,"$1,195,000 ",4,"$1,900,000 ",0.00%,"475,000",19
2016,11189,"Mills, Brad - QBE01741",Main Street Management - QBCBMILLS,1,"$458,000 ",2,"$967,000 ",3,"$1,425,000 ",0.00%,"475,000",19
2016,7270,"Groza, Laura - 183012286",Realty ONE Group BMC Assoc. - CCJR,3,"$1,425,000 ",3,"$1,423,500 ",6,"$2,848,500 ",0.00%,"474,750",19
2016,2221,"VALVA, PAUL W. - R00775216",VALVA REALTY COMPANY - OVALV,18,"$9,865,500 ",9,"$2,948,534 ",27,"$12,814,034 ",0.00%,"474,594",19
2016,10826,"Cooper, Melina - QBD332579","Home 4 All Realty, Inc. - QBCH4ALL",1,"$515,000 ",2,"$905,000 ",3,"$1,420,000 ",0.00%,"473,333",19
2016,7656,"Ho, Samuel - 206529219",FAST Realty & Investments - SFAS01,2,"$1,251,000 ",3,"$1,115,000 ",5,"$2,366,000 ",0.00%,"473,200",19
2016,4308,"Gil, Kathy - 206519739",BHG Reliance Partners - SDRR01,8,"$4,009,500 ",5,"$2,139,000 ",13,"$6,148,500 ",0.00%,"472,962",19
2016,8070,"Preece, Rebecca - QS808804",Marker Real Estate - QSMRKR,3,"$1,107,000 ",7,"$3,617,000 ",10,"$4,724,000 ",0.00%,"472,400",19
2016,5676,"Mcintyre, Joanne - 206525857",Keller Williams Tri-Valley - SKWB02,6,"$2,438,025 ",6,"$3,188,000 ",12,"$5,626,025 ",0.00%,"468,835",19
2016,10378,"Law, Glory - 206535268",Keller Williams Realty - SBAS01,1,"$590,000 ",3,"$1,283,865 ",4,"$1,873,865 ",0.00%,"468,466",19
2016,10402,"Newman, Mark - QMPNEWMMAR","Mark Newman, Broker - QM01MNBR",1,"$585,000 ",1,"$350,000 ",2,"$935,000 ",0.00%,"467,500",19
2016,6676,"Clark, Howard - ML8512",Dumas & Company - ML37159,4,"$1,738,000 ",5,"$2,460,000 ",9,"$4,198,000 ",0.00%,"466,444",19
2016,4207,"Lu, Bao - 183507125",Premier RE & Financial - SJYT01,11,"$4,173,000 ",13,"$6,985,500 ",24,"$11,158,500 ",0.00%,"464,938",19
2016,6622,"Yap, Thanda - QS802128",DCP Realty - QSDCPA,3,"$1,765,000 ",5,"$1,917,000 ",8,"$3,682,000 ",0.00%,"460,250",19
2016,3110,"Roycroft, Shawn - 149520537",Kane & Associates - SKNA01,12,"$6,603,000 ",17,"$6,741,100 ",29,"$13,344,100 ",0.00%,"460,141",19
2016,2769,"SIMS, SHERDELLA - R00769966",BAY SOTHEBYS IN'T REALTY - OBTRL 01,16,"$7,650,700 ",9,"$3,788,299 ",25,"$11,438,999 ",0.00%,"457,560",19
2016,7922,"Simon, Elisabeth - 159521012",RE/MAX Accord - CCRMX09,3,"$1,157,500 ",10,"$4,772,500 ",13,"$5,930,000 ",0.00%,"456,154",19
2016,3198,"Elliott, Joy - 206515355",RE/Max Accord - SJGS06,14,"$6,402,452 ",9,"$4,049,000 ",23,"$10,451,452 ",0.00%,"454,411",19
2016,1851,"Wong, Mou - ML221442",168 Realty - ML87953,27,"$11,744,000 ",17,"$8,102,544 ",44,"$19,846,544 ",0.00%,"451,058",19
2016,1745,"Drury, Leslie - 206518139",Century 21 Marquis - SJYL01,29,"$12,492,500 ",15,"$7,275,800 ",44,"$19,768,300 ",0.00%,"449,280",19
2016,10667,"Perkins, Timothy - 166010907",Choice Realty & Investments In - CCCRII,1,"$538,000 ",1,"$357,000 ",2,"$895,000 ",0.00%,"447,500",19
2016,10073,"Ibarra, Juan - QBD327299",Referral City Realty - QBDEXTRE,1,"$640,000 ",3,"$1,149,900 ",4,"$1,789,900 ",0.00%,"447,475",19
2016,12331,"Au, Anthony - ML247820",Web Home Corporation - ML37786,1,"$275,000 ",1,"$619,000 ",2,"$894,000 ",0.00%,"447,000",19
2016,11040,"Tran, Anne - ML191536",Trancore Estates Inc - ML81163,1,"$483,000 ",3,"$1,298,000 ",4,"$1,781,000 ",0.00%,"445,250",19
2016,1067,"Singh, Raj - 206517238",Intero Real Estate Services - SRAJ01,47,"$19,194,500 ",42,"$20,226,500 ",89,"$39,421,000 ",0.01%,"442,933",19
2016,4849,"Blake, Jonathan - 159513572",RE/MAX Accord - CCRMXA10,6,"$3,266,900 ",5,"$1,603,900 ",11,"$4,870,800 ",0.00%,"442,800",19
2016,3452,"Luu, Tom - 206533789",BHG Reliance Partners - SDRR01,11,"$5,680,800 ",23,"$9,362,699 ",34,"$15,043,499 ",0.00%,"442,456",19
2016,10755,"Judson, Dane - 159524780",WR Properties - CCWRPP,1,"$525,000 ",2,"$800,000 ",3,"$1,325,000 ",0.00%,"441,667",19
2016,8168,"Huang, Wilson - QS800510","Prime Metropolis Prop., Inc. - QSPRIME",2,"$1,074,000 ",2,"$680,000 ",4,"$1,754,000 ",0.00%,"438,500",19
2016,2286,"Phung, Henry - 206527434",United Brokers Real Estate - SURL01,22,"$9,564,000 ",16,"$7,066,500 ",38,"$16,630,500 ",0.00%,"437,645",19
2016,1889,"Chapman, Farida - 206518136",Legacy Real Estate & Assoc. - SMMX02,31,"$11,572,500 ",53,"$25,003,150 ",84,"$36,575,650 ",0.01%,"435,424",19
2016,12536,"Goodlow, Maurice - 159523379",Security Pacific Real Estate - CCWSPRE02,1,"$221,000 ",1,"$649,000 ",2,"$870,000 ",0.00%,"435,000",19
2016,7702,"Saechao, Kao - 206529269",Excel Realty - SNTH01,3,"$1,233,000 ",5,"$2,240,000 ",8,"$3,473,000 ",0.00%,"434,125",19
2016,11036,"Yueh, James - QS529504",U S Continental Investment Realty - QSUSCI,1,"$483,800 ",2,"$813,000 ",3,"$1,296,800 ",0.00%,"432,267",19
2016,2037,"Chung, John - 183507195",United Realty Group - SEKB01,23,"$10,741,500 ",8,"$2,651,500 ",31,"$13,393,000 ",0.00%,"432,032",19
2016,5064,"Rodriguez, Maria - 206516693",BHHS Drysdale Properties - SWAD01,6,"$3,013,600 ",7,"$2,581,000 ",13,"$5,594,600 ",0.00%,"430,354",19
2016,11601,"Kanady, Keith - ML246367",KW Bay Area Estates - ML89184,1,"$400,000 ",4,"$1,750,000 ",5,"$2,150,000 ",0.00%,"430,000",19
2016,8518,"Peng, Rebecca - 206522474",Acel Real Estate - SARE03,3,"$972,800 ",12,"$5,467,600 ",15,"$6,440,400 ",0.00%,"429,360",19
2016,3703,"PERRY, APRIL - R01520677","PERRY REALTY TEAM, INC. - DMPERRY",13,"$5,124,050 ",8,"$3,825,810 ",21,"$8,949,860 ",0.00%,"426,184",19
2016,1663,"Beach, Cheryl - 159511945",BHHS Drysdale Properties - CCPCAR35,31,"$13,086,800 ",14,"$6,079,000 ",45,"$19,165,800 ",0.00%,"425,907",19
2016,6238,"Maclennan, Peter - 159517679",Perception Real Estate - CCPEROMAC,3,"$2,013,000 ",19,"$7,347,627 ",22,"$9,360,627 ",0.00%,"425,483",19
2016,5700,"Larsen, Kellee - 159523843",RE/MAX Accord - CCRMXA07,7,"$2,413,000 ",6,"$3,112,500 ",13,"$5,525,500 ",0.00%,"425,038",19
2016,11441,"Munoz Cortes, Elizabeth - ML202667",Coast & Country Real Estate Group Inc - ML81908,1,"$425,000 ",0,$0 ,1,"$425,000 ",0,"425,000",19
2016,4321,"Terpening, Nancy - 206508017",Coldwell Banker - SCRR02,9,"$3,993,975 ",1,"$255,000 ",10,"$4,248,975 ",0.00%,"424,898",19
2016,974,"Minerick, Jonathan - QMSMINJONA",HomeCoin.com - QM01HMEC,49,"$20,674,564 ",2,"$946,050 ",51,"$21,620,614 ",0.00%,"423,934",19
2016,10305,"FARAG, MARCELLE - R01942920",KELLER WILLIAMS REALTY - OPCI 02,2,"$603,000 ",3,"$1,512,000 ",5,"$2,115,000 ",0.00%,"423,000",19
2016,714,"Hoctor, Lisa - 159508016",Coldwell Banker - CCCOLD10,62,"$25,686,845 ",38,"$16,534,960 ",100,"$42,221,805 ",0.01%,"422,218",19
2016,11311,"Gallegos, Tommy - QS800444",Real Estate EBroker Inc. - QSREEB02,1,"$443,000 ",4,"$1,665,000 ",5,"$2,108,000 ",0.00%,"421,600",19
2016,6241,"Meredith, Theresa - 159519187",Coldwell Banker - CCCOLD19,5,"$2,011,500 ",17,"$7,217,137 ",22,"$9,228,637 ",0.00%,"419,484",19
2016,11493,"Sagastume, Yasmin - 213501786","Keenan Howard Realty, Inc. - CCKENJB",1,"$417,000 ",0,$0 ,1,"$417,000 ",0,"417,000",19
2016,4193,"Knight, Duwandlyn - QBD335179",Knight Properties - QB7DKNIGHT,10,"$4,194,000 ",3,"$1,216,000 ",13,"$5,410,000 ",0.00%,"416,154",19
2016,5829,"Kishnani, Sangeeta - 159516125",BHHS Drysdale Properties - CCPCR1,7,"$2,307,700 ",5,"$2,660,000 ",12,"$4,967,700 ",0.00%,"413,975",19
2016,3376,"Afzali, Mustafa - 159516657",Coldwell Banker - SCCB02,16,"$5,898,000 ",14,"$6,518,000 ",30,"$12,416,000 ",0.00%,"413,867",19
2016,9789,"Rodriguez, Evangelina - 213501401",Century 21 M&M & Assoc. - CCWCBAY01,2,"$690,000 ",1,"$550,000 ",3,"$1,240,000 ",0.00%,"413,333",19
2016,6817,"LONGORIA, NAOMI - R01522997",RIDGEWATER REAL ESTATE SERVICE - DRIDGE,3,"$1,649,000 ",13,"$4,936,892 ",16,"$6,585,892 ",0.00%,"411,618",19
2016,3989,"Giacoman, Ricardo - 206523554",Coldwell Banker - SCCB04,11,"$4,519,000 ",15,"$6,148,500 ",26,"$10,667,500 ",0.00%,"410,288",19
2016,6933,"Kadavallore, Carol - QMMKADAVAL",Sun Valley Real Estate - QM01SVLY,4,"$1,590,000 ",2,"$863,000 ",6,"$2,453,000 ",0.00%,"408,833",19
2016,3566,"Keating, John - 174500727",PMZ Real Estate - SPMZ10,13,"$5,443,250 ",8,"$3,094,450 ",21,"$8,537,700 ",0.00%,"406,557",19
2016,11633,"Brillantes, Robert - QMSBRILLRO",Dean Adams Residential Real Estate - QM01AKHT,1,"$395,000 ",1,"$415,000 ",2,"$810,000 ",0.00%,"405,000",19
2016,2392,"Chieng, Heng - 206513953",Intero Real Estate Services - SWRR01,20,"$9,097,300 ",36,"$13,546,388 ",56,"$22,643,688 ",0.00%,"404,352",19
2016,10861,"Foregger, Christina - QBD334997",Coldwell Banker Solano Pacific - QBDCOLD,1,"$510,000 ",1,"$290,000 ",2,"$800,000 ",0.00%,"400,000",19
2016,3778,"LAWLER, CRAIG - R01822481",HOMESMART OPTIMA REALTY - DHMESMT,16,"$4,966,500 ",12,"$6,179,900 ",28,"$11,146,400 ",0.00%,"398,086",19
2016,10995,"Mateo, Yolanda - ML210122",Keller Williams Realty - Cupertino - ML39095,1,"$490,000 ",4,"$1,495,000 ",5,"$1,985,000 ",0.00%,"397,000",19
2016,5857,"Noia, Kristina - 206518918",Virtue Realty Group Inc. - SMSM01,5,"$2,293,888 ",5,"$1,675,000 ",10,"$3,968,888 ",0.00%,"396,889",19
2016,6601,"Truong, Cuong Aaron - 206535421",Path Real Estate - SPRJ01,4,"$1,775,000 ",13,"$4,970,000 ",17,"$6,745,000 ",0.00%,"396,765",19
2016,4848,"Runco, Phillip - 159519519",Fusion Real Estate Network Inc - CCFUSON01,9,"$3,269,000 ",9,"$3,863,400 ",18,"$7,132,400 ",0.00%,"396,244",19
2016,5697,"HULTZ, LISA - R01242163","LISA HULTZ, BROKER - DLISAHB",7,"$2,415,800 ",11,"$4,708,388 ",18,"$7,124,188 ",0.00%,"395,788",19
2016,7630,"Griego, Al - 206502918","Alfred T. Griego, Broker - SAGG01",3,"$1,262,600 ",3,"$1,100,000 ",6,"$2,362,600 ",0.00%,"393,767",19
2016,7130,"Tibebu, Frew - QMDTIBRUFW",Coldwell Banker Valley Central - QM01CBVC01,4,"$1,493,000 ",1,"$462,000 ",5,"$1,955,000 ",0.00%,"391,000",19
2016,6961,"Steed, Mark - QMMSTEEDMA",Coldwell Banker Valley Central - QM01CBVC01,4,"$1,576,000 ",3,"$1,156,000 ",7,"$2,732,000 ",0.00%,"390,286",19
2016,4588,"Mettelmann, Carolyn - 206505039",East Bay R E Network - SCRM01,9,"$3,597,225 ",6,"$2,225,050 ",15,"$5,822,275 ",0.00%,"388,152",19
2016,11077,"Portier, Brenda - 159520467",BHG Mason McDuffie Real Estate - CCBHG2,3,"$476,250 ",7,"$3,337,000 ",10,"$3,813,250 ",0.00%,"381,325",19
2016,5395,"Gagne, David - 206523843",Pacific Bay Real Estate - SCTT01,8,"$2,703,400 ",9,"$3,750,000 ",17,"$6,453,400 ",0.00%,"379,612",19
2016,1701,"Guillory, Hollie - 161500999",Alain Pinel REALTORS - CCAPR03,33,"$12,746,375 ",40,"$14,833,975 ",73,"$27,580,350 ",0.01%,"377,813",19
2016,6281,"Abungin, Dahlee - ML28693","Golden Options Realty,Inc - ML33332",4,"$1,972,000 ",2,"$261,900 ",6,"$2,233,900 ",0.00%,"372,317",19
2016,9942,"Sieu, Irene - 206532246","Irene Sieu, RE Broker - SIEU01",2,"$660,000 ",5,"$1,932,776 ",7,"$2,592,776 ",0.00%,"370,397",19
2016,591,"Roberts, Kevin - 206527148","Kevin Roberts, Broker - CCKJR",78,"$29,295,950 ",13,"$4,401,850 ",91,"$33,697,800 ",0.01%,"370,305",19
2016,11659,"ULIP, PATRICIA - R01949834",COLDWELL BANKER GUIDANCE REALTY - DALSIG,1,"$392,000 ",3,"$1,085,000 ",4,"$1,477,000 ",0.00%,"369,250",19
2016,3431,"McIntosh, Kim - 159510309",RE/MAX Accord - CCRMXA10,18,"$5,749,850 ",18,"$7,430,425 ",36,"$13,180,275 ",0.00%,"366,119",19
2016,8946,"NELSON, LISA - R01519137",KELLER WILLIAMS REALTY - OPCI 02,5,"$863,000 ",7,"$3,528,500 ",12,"$4,391,500 ",0.00%,"365,958",19
2016,6489,"COLVIN, JAN - R01113325",THE PROPERTY SHOP MANAGEMENT - OPSM,5,"$1,840,000 ",1,"$350,000 ",6,"$2,190,000 ",0.00%,"365,000",19
2016,11845,"SANCHEZ, JACQUELINE - R01992922",SASVILLE PROPERTIES - DSASVILL,1,"$365,000 ",5,"$1,822,500 ",6,"$2,187,500 ",0.00%,"364,583",19
2016,8123,"Cole, Sylvia - QBC319878",Coldwell Banker Kappel Gateway Realty - QB7C600,3,"$1,090,000 ",0,$0 ,3,"$1,090,000 ",0.00%,"363,333",19
2016,4788,"Grady, Lisa - 161503780",Realty One Group Elite - CCRLTGE1,9,"$3,345,500 ",22,"$7,687,380 ",31,"$11,032,880 ",0.00%,"355,899",19
2016,4283,"Guan, Danny Gang - 206521722",Horizon Rl Est & Finan Svc - SDGR01,13,"$4,048,600 ",17,"$6,603,688 ",30,"$10,652,288 ",0.00%,"355,076",19
2016,9897,"Sefton, Kim - 159508724",Dudum Real Estate Group - CCDUDREG,4,"$669,500 ",10,"$4,283,201 ",14,"$4,952,701 ",0.00%,"353,764",19
2016,1474,"PENA, ANGELA - R01912418",REALTY ONE GROUP ELITE - DRONEGET,40,"$14,614,000 ",53,"$17,983,610 ",93,"$32,597,610 ",0.01%,"350,512",19
2016,8653,"De Perio, Placida - 206590483","Placida DePerio, Broker - SSDR01",2,"$935,000 ",1,"$115,000 ",3,"$1,050,000 ",0.00%,"350,000",19
2016,8274,"Soto, Jennifer - QMBSOTOJEN","Franco Realty, Inc. - QM01FIDB01",3,"$1,044,000 ",0,$0 ,3,"$1,044,000 ",0.00%,"348,000",19
2016,10759,"Lopez, Allan - ML292259",Better Homes and Gardens Real Estate J.F. Finnegan Realtors - ML81458,2,"$525,000 ",1,"$512,500 ",3,"$1,037,500 ",0.00%,"345,833",19
2016,4969,"TEICHERA, SHARON - R01243813",MARPLES & ASSOCIATES REALTORS - DMARP,8,"$3,114,900 ",9,"$2,747,375 ",17,"$5,862,275 ",0.00%,"344,840",19
2016,12805,"Moradian, Afi - 159523685",Coldwell Banker - CCCOLD10,1,"$41,400 ",2,"$991,400 ",3,"$1,032,800 ",0.00%,"344,267",19
2016,6585,"Ruiz, Daysi - 159522395",California Real Estate Inc - CCGALLOW1,5,"$1,782,000 ",3,"$952,000 ",8,"$2,734,000 ",0.00%,"341,750",19
2016,12016,"Terrell, Francine - ML93175",Coldwell Banker-The Real Estate People - ML36195,1,"$340,000 ",0,$0 ,1,"$340,000 ",0,"340,000",19
2016,6938,"NOVACEK, KATHLEEN - R01510909",REALTY ONE GROUP ELITE - DRONEGET,5,"$1,586,150 ",4,"$1,471,500 ",9,"$3,057,650 ",0.00%,"339,739",19
2016,5387,"Graydon, James W. - 206518344",All Phase Brokers - SAGY01,8,"$2,712,000 ",0,$0 ,8,"$2,712,000 ",0.00%,"339,000",19
2016,12042,"Meng, Richard - ML149412",MRTK Realty - ML41087,2,"$335,000 ",1,"$681,400 ",3,"$1,016,400 ",0.00%,"338,800",19
2016,6225,"Martin, Karen - 161501153",Realty One Group Elite - CCRLTGE1,7,"$2,024,850 ",2,"$1,022,500 ",9,"$3,047,350 ",0.00%,"338,594",19
2016,7127,"Robles, Catherine - ML28452",American Lighthouse Estates Inc - ML33236,6,"$1,494,000 ",14,"$5,243,615 ",20,"$6,737,615 ",0.00%,"336,881",19
2016,3033,"Chen, Jack - 206522878",Bay Home Investments&Loans - SBHI01,21,"$6,846,300 ",33,"$11,212,285 ",54,"$18,058,585 ",0.00%,"334,418",19
2016,12089,"Singh, Param Pal - 206532951",Exit Advanced Realty - SIRB01,1,"$327,000 ",1,"$340,000 ",2,"$667,000 ",0.00%,"333,500",19
2016,8124,"Cordon, Lenn - 213501526",Bayview Resid. Brokerage - SVEW01,4,"$1,090,000 ",8,"$2,894,000 ",12,"$3,984,000 ",0.00%,"332,000",19
2016,9752,"Kalb, Jeffrey - ML7242",Enclave Realtors - ML39080,2,"$698,000 ",5,"$1,610,000 ",7,"$2,308,000 ",0.00%,"329,714",19
2016,9558,"Wyman, Elena - QS807880",Emerald Key Realty - QSWYMA,2,"$731,000 ",3,"$915,000 ",5,"$1,646,000 ",0.00%,"329,200",19
2016,12868,"Rosenberg, Mark - 206535826","Stowers Real Estate, Inc. - SJDY01",2,"$4,075 ",4,"$1,958,950 ",6,"$1,963,025 ",0.00%,"327,171",19
2016,2146,"GRIFFITH, MARIAM - R01268025",KELLER WILLIAMS - DKWECO,28,"$10,251,500 ",36,"$10,258,200 ",64,"$20,509,700 ",0.00%,"320,464",19
2016,12154,"Lau, Pallas - QS810807",Coldwell Banker Res. R.E. Svcs - QSCOLD03,1,"$319,000 ",0,$0 ,1,"$319,000 ",0,"319,000",19
2016,3091,"LEINEKE, ROBIN - R01214440",REALTY WORLD WATERFRONT - OWATE,21,"$6,648,000 ",21,"$6,745,574 ",42,"$13,393,574 ",0.00%,"318,895",19
2016,9683,"Mohan, Ray - QMSRAIMOHA",RK Real Estate - QM01RKRE,2,"$710,000 ",1,"$230,000 ",3,"$940,000 ",0.00%,"313,333",19
2016,9707,"Rowe, Ellie - 159502046",World Premier Realty - CCWPRG,2,"$705,000 ",5,"$1,470,100 ",7,"$2,175,100 ",0.00%,"310,729",19
2016,10212,"PETERS, SUNDAY - R01229456",GENERAL PORTFOLIO LTD. - OSUR,2,"$619,000 ",0,$0 ,2,"$619,000 ",0.00%,"309,500",19
2016,7462,"OVERGAARD, JOHN - R201198",REALTY MASTERS - RCCRMST,5,"$1,335,700 ",2,"$800,555 ",7,"$2,136,255 ",0.00%,"305,179",19
2016,10280,"Nelson, Norma - 206522905",United Brokers Real Estate - SURL01,2,"$608,000 ",0,$0 ,2,"$608,000 ",0.00%,"304,000",19
2016,10539,"Lucin, Mercedes - 206504485",Prestige Rlty Advisors - SCUT01,2,"$559,000 ",2,"$643,000 ",4,"$1,202,000 ",0.00%,"300,500",19
2016,9024,"De Guzman, Solita - QS806108",Realty World Alliance - QSCEAL,4,"$847,500 ",6,"$2,155,500 ",10,"$3,003,000 ",0.00%,"300,300",19
2016,4893,"Guernsey, Steve - 206518777","Bay Area Homes, Inc. - SMCI02",11,"$3,206,000 ",0,$0 ,11,"$3,206,000 ",0.00%,"291,455",19
2016,10315,"Bowcutt, Anne Catheri - 183504418",Anne Catherine Bowcutt Broker - CCANCBB1,2,"$600,000 ",2,"$560,000 ",4,"$1,160,000 ",0.00%,"290,000",19
2016,6736,"GONZAGA, CHRISTOPHER - R01732460",NEXTHOME TOWN & COUNTRY - DRWPR01,7,"$1,701,400 ",11,"$3,483,500 ",18,"$5,184,900 ",0.00%,"288,050",19
2016,6231,"Wong, Monica - 154033396",MB Realty & Investment Co. - CCMBRI,6,"$2,019,550 ",5,"$1,140,550 ",11,"$3,160,100 ",0.00%,"287,282",19
2016,3654,"FONG, GARETH - R00681533",TWO SAILS REALTY - OTRGF,19,"$5,238,600 ",7,"$2,125,800 ",26,"$7,364,400 ",0.00%,"283,246",19
